;DATE;YEAR;MONTH;DAY;Hsig;Avg_W_Tmp1;Avg_W_Tmp2;Avg_Sal;Avg_Wv_Dir;Avg_Wv_Dir_N;Avg_Cel1_Mag;Avg_Cel1_Dir;Avg_Cel1_Dir_N;M_Decl;Avg_Turb;Avg_Chl;Avg_DO;HAvg
313;2020-11-17;2020,0;11,0;17,0;1,1;20,53;;30,65;186,32;170,76;82,0;78,84;221,86;-15,56;15,61;1,08;4,53;0,71
314;2020-11-18;2020,0;11,0;18,0;0,88;21,05;;30,28;151,82;136,26;97,14;79,01;203,95;-15,56;9,08;0,9;4,28;0,56
315;2020-11-19;2020,0;11,0;19,0;0,72;21,29;;30,12;145,32;129,76;50,0;165,02;271,95;-15,56;6,8;1,02;4,05;0,46
316;2020-11-20;2020,0;11,0;20,0;1,09;21,45;;29,99;144,24;128,68;38,93;218,19;258,47;-15,56;5,6;1,38;4,37;0,7
317;2020-11-21;2020,0;11,0;21,0;1,01;21,88;;28,54;142,83;127,27;;;344,44;-15,56;14,6;1,9;3,78;0,65
318;2020-11-22;2020,0;11,0;22,0;0,98;21,5;;24,2;134,29;118,73;;;344,44;-15,56;6,4;3,33;2,98;0,61
319;2020-11-23;2020,0;11,0;23,0;0,98;21,11;;22,96;114,82;99,26;33009,56;228,9;216,19;-15,56;9,89;3,39;3,75;0,64
320;2020-11-24;2020,0;11,0;24,0;1,2;21,09;;21,77;102,3;86,74;46340,0;225,0;209,44;-15,56;38,72;2,99;3,71;0,79
321;2020-11-25;2020,0;11,0;25,0;1,02;22,19;;23,85;118,82;103,26;15480,56;217,58;222,36;-15,56;27,38;4,15;3,94;0,66
322;2020-11-26;2020,0;11,0;26,0;0,8;21,52;;30,58;130,32;114,76;59,66;138,07;122,51;-15,56;6,37;3,56;3,49;0,51
323;2020-11-27;2020,0;11,0;27,0;1,12;20,41;;31,98;134,06;118,5;31,08;156,2;155,93;-15,56;11,38;5,17;4,38;0,73
324;2020-11-28;2020,0;11,0;28,0;1,07;21,47;;29,95;106,26;90,7;20073,51;221,87;225,67;-15,56;22,37;6,35;4,0;0,7
325;2020-11-29;2020,0;11,0;29,0;0,96;22,58;;27,54;108,88;93,32;57,06;185,66;189,78;-15,56;6,07;7,31;3,82;0,61
326;2020-11-30;2020,0;11,0;30,0;1,14;22,12;;30,37;164,96;149,4;51,03;116,96;125,48;-15,56;12,47;9,98;3,99;0,74
327;2020-12-01;2020,0;12,0;1,0;1,06;21,68;;31,88;132,01;116,45;52,2;188,32;172,76;-15,56;16,47;12,19;3,97;0,69
328;2020-12-02;2020,0;12,0;2,0;1,11;22,33;;31,09;104,66;89,1;3502,44;269,23;259,86;-15,56;33,81;10,99;3,85;0,73
329;2020-12-03;2020,0;12,0;3,0;1,52;22,13;;29,54;138,7;123,14;11400,89;151,84;145,14;-15,56;16,59;10,02;3,79;0,99
330;2020-12-04;2020,0;12,0;4,0;1,27;22,1;;31,66;175,89;160,33;66,88;92,24;84,18;-15,56;27,88;9,91;3,11;0,82
331;2020-12-05;2020,0;12,0;5,0;1,56;21,72;;31,67;178,27;162,71;73,91;90,33;82,59;-15,56;27,26;6,52;3,07;0,99
332;2020-12-06;2020,0;12,0;6,0;1,22;21,91;;31,65;147,72;132,16;58,22;184,12;176,56;-15,56;12,55;5,7;3,47;0,76
333;2020-12-07;2020,0;12,0;7,0;1,58;21,71;;31,61;119,57;104,01;206,44;271,46;259,67;-15,56;43,54;3,85;3,35;1,03
334;2020-12-08;2020,0;12,0;8,0;1,46;21,26;;29,99;120,75;105,19;128,7;262,13;246,57;-15,56;16,67;4,29;3,83;0,94
335;2020-12-09;2020,0;12,0;9,0;0,99;22,09;;28,47;116,5;100,94;103,4;237,29;229,39;-15,56;8,03;4,7;2,89;0,63
336;2020-12-10;2020,0;12,0;10,0;0,73;22,64;;26,65;106,56;91,0;94,38;238,3;230,24;-15,56;8,09;5,88;2,51;0,47
337;2020-12-11;2020,0;12,0;11,0;0,96;22,98;;26,45;100,42;84,86;11038,42;231,97;225,89;-15,56;10,29;5,77;3,51;0,62
338;2020-12-12;2020,0;12,0;12,0;0,66;22,83;;26,18;127,29;111,73;110,71;189,41;186,7;-15,56;7,74;4,62;3,61;0,42
339;2020-12-13;2020,0;12,0;13,0;0,65;22,44;;28,9;127,15;111,58;307,92;187,14;171,57;-15,56;9,31;5,11;3,78;0,43
340;2020-12-14;2020,0;12,0;14,0;0,93;22,15;;32,36;188,88;173,32;348,1;91,0;92,58;-15,56;8,52;3,14;3,6;0,6
341;2020-12-15;2020,0;12,0;15,0;0,61;22,48;;32,06;115,66;100,09;253,95;231,58;216,02;-15,56;5,75;2,28;2,11;0,4
342;2020-12-16;2020,0;12,0;16,0;0,88;22,6;;31,96;122,98;107,41;121,67;193,19;192,62;-15,57;2,27;0,95;4,78;0,57
343;2020-12-17;2020,0;12,0;17,0;1,04;23,23;;32,44;128,93;113,36;284,04;250,99;235,42;-15,57;1,89;0,55;4,76;0,67
344;2020-12-18;2020,0;12,0;18,0;0,98;23,63;;31,37;106,04;90,47;2740,48;224,76;209,19;-15,57;8,23;1,22;4,65;0,64
345;2020-12-19;2020,0;12,0;19,0;1,12;23,92;;27,62;97,37;81,8;11355,0;208,54;192,97;-15,57;15,08;1,8;4,69;0,73
346;2020-12-20;2020,0;12,0;20,0;1,04;22,71;;32,88;198,71;183,14;384,32;74,95;69,11;-15,57;10,57;0,95;4,48;0,68
347;2020-12-21;2020,0;12,0;21,0;1,37;22,35;;32,69;197,63;182,06;478,04;53,21;37,64;-15,57;16,65;1,17;4,55;0,88
348;2020-12-22;2020,0;12,0;22,0;1,4;22,46;;32,64;170,26;154,69;73,24;177,92;162,35;-15,57;8,58;0,95;4,59;0,87
349;2020-12-23;2020,0;12,0;23,0;1,18;22,62;;32,48;131,74;116,17;231,86;234,23;218,66;-15,57;4,86;1,05;4,62;0,74
350;2020-12-24;2020,0;12,0;24,0;1,23;23,16;;30,94;106,19;90,62;7704,22;229,44;216,71;-15,57;16,57;1,74;4,58;0,81
351;2020-12-25;2020,0;12,0;25,0;1,22;23,69;;26,15;108,72;93,15;38407,83;222,91;207,34;-15,57;17,1;1,59;4,44;0,8
352;2020-12-26;2020,0;12,0;26,0;1,22;23,65;;23,02;107,67;92,1;12968,96;209,83;194,26;-15,57;14,19;1,28;4,57;0,79
353;2020-12-27;2020,0;12,0;27,0;1,3;24,04;;22,39;113,14;97,57;4734,65;206,88;191,31;-15,57;7,88;1,14;4,69;0,84
354;2020-12-28;2020,0;12,0;28,0;1,21;24,3;;21,8;113,92;98,35;5594,67;200,17;184,6;-15,57;12,94;1,33;4,42;0,78
355;2020-12-29;2020,0;12,0;29,0;1,12;24,82;;21,91;125,72;110,15;390,0;200,6;185,03;-15,57;6,11;1,47;3,64;0,7
356;2020-12-30;2020,0;12,0;30,0;0,68;24,63;;29,39;119,13;103,56;283,33;221,72;206,15;-15,57;4,96;1,38;4,07;0,44
357;2020-12-31;2020,0;12,0;31,0;0,97;23,41;;34,35;200,71;185,14;201,28;78,04;70,13;-15,57;9,1;1,32;4,43;0,64
